SZAVAZOKOR,MEGYEKOD,MEGYE,OEVK,SZEKHELY,SZH_KER,TELEPULES_SORSZAM,TELEPULES,OEVK14,OEVK26
03-117-001,03,BÁCS-KISKUN,06,Baja,,117,Vaskút,06,06
03-117-002,03,BÁCS-KISKUN,06,Baja,,117,Vaskút,06,06
03-117-003,03,BÁCS-KISKUN,06,Baja,,117,Vaskút,06,06
03-118-001,03,BÁCS-KISKUN,02,Kecskemét,,118,Városföld,02,02
03-118-002,03,BÁCS-KISKUN,02,Kecskemét,,118,Városföld,02,02
03-119-001,03,BÁCS-KISKUN,05,Kiskunhalas,,119,Zsana,05,05
04-001-001,04,BÉKÉS,04,Orosháza,,001,Almáskamarás,04,04
04-002-001,04,BÉKÉS,04,Orosháza,,002,Battonya,04,04
04-002-002,04,BÉKÉS,04,Orosháza,,002,Battonya,04,04
04-002-003,04,BÉKÉS,04,Orosháza,,002,Battonya,04,04
04-002-004,04,BÉKÉS,04,Orosháza,,002,Battonya,04,04
04-002-005,04,BÉKÉS,04,Orosháza,,002,Battonya,04,04
04-002-006,04,BÉKÉS,04,Orosháza,,002,Battonya,04,04
04-003-001,04,BÉKÉS,02,Békés,,003,Békés,02,02
04-003-002,04,BÉKÉS,02,Békés,,003,Békés,02,02
04-003-003,04,BÉKÉS,02,Békés,,003,Békés,02,02
04-003-004,04,BÉKÉS,02,Békés,,003,Békés,02,02
04-003-005,04,BÉKÉS,02,Békés,,003,Békés,02,02
04-003-006,04,BÉKÉS,02,Békés,,003,Békés,02,02
04-003-007,04,BÉKÉS,02,Békés,,003,Békés,02,02
04-003-008,04,BÉKÉS,02,Békés,,003,Békés,02,02
04-003-009,04,BÉKÉS,02,Békés,,003,Békés,02,02
04-003-010,04,BÉKÉS,02,Békés,,003,Békés,02,02
04-003-011,04,BÉKÉS,02,Békés,,003,Békés,02,02
04-003-012,04,BÉKÉS,02,Békés,,003,Békés,02,02
04-003-013,04,BÉKÉS,02,Békés,,003,Békés,02,02
04-003-014,04,BÉKÉS,02,Békés,,003,Békés,02,02
04-003-015,04,BÉKÉS,02,Békés,,003,Békés,02,02
04-003-016,04,BÉKÉS,02,Békés,,003,Békés,02,02
04-004-001,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-002,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-003,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-004,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-005,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-006,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-007,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-008,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-009,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-010,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-011,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-012,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-013,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-014,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-015,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-016,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-017,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-018,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-019,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-020,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-021,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-022,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-023,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-024,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-025,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-026,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-027,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-028,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-029,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-030,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-031,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-032,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-033,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-034,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-035,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-036,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-037,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-038,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-039,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-040,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-041,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-042,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-043,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-044,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-045,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-046,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-047,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-048,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-049,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-050,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-051,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-052,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-053,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-054,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-055,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-056,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-057,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-058,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-059,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-060,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-061,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-062,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-063,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-064,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-065,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-066,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-067,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-004-068,04,BÉKÉS,01,Békéscsaba,,004,Békéscsaba,01,01
04-005-001,04,BÉKÉS,04,Orosháza,,005,Békéssámson,04,04
04-005-002,04,BÉKÉS,04,Orosháza,,005,Békéssámson,04,04
04-005-003,04,BÉKÉS,04,Orosháza,,005,Békéssámson,04,04
04-006-001,04,BÉKÉS,02,Békés,,006,Békésszentandrás,02,02
04-006-002,04,BÉKÉS,02,Békés,,006,Békésszentandrás,02,02
04-006-003,04,BÉKÉS,02,Békés,,006,Békésszentandrás,02,02
04-006-004,04,BÉKÉS,02,Békés,,006,Békésszentandrás,02,02
04-006-005,04,BÉKÉS,02,Békés,,006,Békésszentandrás,02,02
04-006-006,04,BÉKÉS,02,Békés,,006,Békésszentandrás,02,02
04-006-007,04,BÉKÉS,02,Békés,,006,Békésszentandrás,02,02
04-007-001,04,BÉKÉS,03,Gyula,,007,Bélmegyer,03,03
04-008-001,04,BÉKÉS,03,Gyula,,008,Biharugra,03,03
04-009-001,04,BÉKÉS,02,Békés,,009,Bucsa,02,02
04-009-002,04,BÉKÉS,02,Békés,,009,Bucsa,02,02
04-010-001,04,BÉKÉS,02,Békés,,010,Csabacsûd,02,02
04-010-002,04,BÉKÉS,02,Békés,,010,Csabacsûd,02,02
04-010-003,04,BÉKÉS,02,Békés,,010,Csabacsûd,02,02
04-011-001,04,BÉKÉS,01,Békéscsaba,,011,Csabaszabadi,01,01
04-012-001,04,BÉKÉS,04,Orosháza,,012,Csanádapáca,04,04
04-012-002,04,BÉKÉS,04,Orosháza,,012,Csanádapáca,04,04
04-013-001,04,BÉKÉS,02,Békés,,013,Csárdaszállás,02,02
04-014-001,04,BÉKÉS,01,Békéscsaba,,014,Csorvás,01,01
04-014-002,04,BÉKÉS,01,Békéscsaba,,014,Csorvás,01,01
04-014-003,04,BÉKÉS,01,Békéscsaba,,014,Csorvás,01,01
04-014-004,04,BÉKÉS,01,Békéscsaba,,014,Csorvás,01,01
04-014-005,04,BÉKÉS,01,Békéscsaba,,014,Csorvás,01,01
04-015-001,04,BÉKÉS,02,Békés,,015,Dévaványa,02,02
04-015-002,04,BÉKÉS,02,Békés,,015,Dévaványa,02,02
04-015-003,04,BÉKÉS,02,Békés,,015,Dévaványa,02,02
04-015-004,04,BÉKÉS,02,Békés,,015,Dévaványa,02,02
04-015-005,04,BÉKÉS,02,Békés,,015,Dévaványa,02,02
04-015-006,04,BÉKÉS,02,Békés,,015,Dévaványa,02,02
04-015-007,04,BÉKÉS,02,Békés,,015,Dévaványa,02,02
04-015-008,04,BÉKÉS,02,Békés,,015,Dévaványa,02,02
04-016-001,04,BÉKÉS,03,Gyula,,016,Doboz,03,03
04-016-002,04,BÉKÉS,03,Gyula,,016,Doboz,03,03
04-016-003,04,BÉKÉS,03,Gyula,,016,Doboz,03,03
04-016-004,04,BÉKÉS,03,Gyula,,016,Doboz,03,03
04-016-005,04,BÉKÉS,03,Gyula,,016,Doboz,03,03
04-017-001,04,BÉKÉS,04,Orosháza,,017,Dombegyház,04,04
04-017-002,04,BÉKÉS,04,Orosháza,,017,Dombegyház,04,04
04-017-003,04,BÉKÉS,04,Orosháza,,017,Dombegyház,04,04
04-018-001,04,BÉKÉS,04,Orosháza,,018,Dombiratos,04,04
04-019-001,04,BÉKÉS,02,Békés,,019,Ecsegfalva,02,02
04-020-001,04,BÉKÉS,03,Gyula,,020,Elek,03,03
04-020-002,04,BÉKÉS,03,Gyula,,020,Elek,03,03
04-020-003,04,BÉKÉS,03,Gyula,,020,Elek,03,03
04-020-004,04,BÉKÉS,03,Gyula,,020,Elek,03,03
04-020-005,04,BÉKÉS,03,Gyula,,020,Elek,03,03
04-020-006,04,BÉKÉS,03,Gyula,,020,Elek,03,03
04-021-001,04,BÉKÉS,03,Gyula,,021,Füzesgyarmat,03,03
04-021-002,04,BÉKÉS,03,Gyula,,021,Füzesgyarmat,03,03
04-021-003,04,BÉKÉS,03,Gyula,,021,Füzesgyarmat,03,03
04-021-004,04,BÉKÉS,03,Gyula,,021,Füzesgyarmat,03,03
04-021-005,04,BÉKÉS,03,Gyula,,021,Füzesgyarmat,03,03
04-022-001,04,BÉKÉS,04,Orosháza,,022,Gádoros,04,04
04-022-002,04,BÉKÉS,04,Orosháza,,022,Gádoros,04,04
04-022-003,04,BÉKÉS,04,Orosháza,,022,Gádoros,04,04
04-023-001,04,BÉKÉS,01,Békéscsaba,,023,Gerendás,01,01
04-023-002,04,BÉKÉS,01,Békéscsaba,,023,Gerendás,01,01
04-024-001,04,BÉKÉS,03,Gyula,,024,Geszt,03,03
04-025-001,04,BÉKÉS,02,Békés,,025,Gyomaendrõd,02,02
04-025-002,04,BÉKÉS,02,Békés,,025,Gyomaendrõd,02,02
04-025-003,04,BÉKÉS,02,Békés,,025,Gyomaendrõd,02,02
04-025-004,04,BÉKÉS,02,Békés,,025,Gyomaendrõd,02,02
04-025-005,04,BÉKÉS,02,Békés,,025,Gyomaendrõd,02,02
04-025-006,04,BÉKÉS,02,Békés,,025,Gyomaendrõd,02,02
04-025-007,04,BÉKÉS,02,Békés,,025,Gyomaendrõd,02,02
04-025-008,04,BÉKÉS,02,Békés,,025,Gyomaendrõd,02,02
04-025-009,04,BÉKÉS,02,Békés,,025,Gyomaendrõd,02,02
04-025-010,04,BÉKÉS,02,Békés,,025,Gyomaendrõd,02,02
04-025-011,04,BÉKÉS,02,Békés,,025,Gyomaendrõd,02,02
04-025-012,04,BÉKÉS,02,Békés,,025,Gyomaendrõd,02,02
04-025-013,04,BÉKÉS,02,Békés,,025,Gyomaendrõd,02,02
04-025-014,04,BÉKÉS,02,Békés,,025,Gyomaendrõd,02,02
04-025-015,04,BÉKÉS,02,Békés,,025,Gyomaendrõd,02,02
04-025-016,04,BÉKÉS,02,Békés,,025,Gyomaendrõd,02,02
04-025-017,04,BÉKÉS,02,Békés,,025,Gyomaendrõd,02,02
04-026-001,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-002,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-003,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-004,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-005,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-006,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-007,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-008,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-009,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-010,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-011,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-012,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-013,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-014,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-015,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-016,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-017,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-018,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-019,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-020,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-021,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-022,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-023,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-024,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-025,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-026,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-027,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-028,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-029,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-026-030,04,BÉKÉS,03,Gyula,,026,Gyula,03,03
04-027-001,04,BÉKÉS,02,Békés,,027,Hunya,02,02
04-028-001,04,BÉKÉS,02,Békés,,028,Kamut,02,02
04-028-002,04,BÉKÉS,02,Békés,,028,Kamut,02,02
04-029-001,04,BÉKÉS,02,Békés,,029,Kardos,02,02
04-030-001,04,BÉKÉS,04,Orosháza,,030,Kardoskút,04,04
04-031-001,04,BÉKÉS,04,Orosháza,,031,Kaszaper,04,04
04-031-002,04,BÉKÉS,04,Orosháza,,031,Kaszaper,04,04
04-031-003,04,BÉKÉS,04,Orosháza,,031,Kaszaper,04,04
04-032-001,04,BÉKÉS,02,Békés,,032,Kertészsziget,02,02
04-033-001,04,BÉKÉS,04,Orosháza,,033,Kevermes,04,04
04-033-002,04,BÉKÉS,04,Orosháza,,033,Kevermes,04,04
04-034-001,04,BÉKÉS,01,Békéscsaba,,034,Kétegyháza,01,01
04-034-002,04,BÉKÉS,01,Békéscsaba,,034,Kétegyháza,01,01
04-034-003,04,BÉKÉS,01,Békéscsaba,,034,Kétegyháza,01,01
04-034-004,04,BÉKÉS,01,Békéscsaba,,034,Kétegyháza,01,01
04-035-001,04,BÉKÉS,01,Békéscsaba,,035,Kétsoprony,01,01
04-035-002,04,BÉKÉS,01,Békéscsaba,,035,Kétsoprony,01,01
04-036-001,04,BÉKÉS,04,Orosháza,,036,Kisdombegyház,04,04
04-037-001,04,BÉKÉS,01,Békéscsaba,,037,Kondoros,01,01
04-037-002,04,BÉKÉS,01,Békéscsaba,,037,Kondoros,01,01
04-037-003,04,BÉKÉS,01,Békéscsaba,,037,Kondoros,01,01
04-037-004,04,BÉKÉS,01,Békéscsaba,,037,Kondoros,01,01
04-037-005,04,BÉKÉS,01,Békéscsaba,,037,Kondoros,01,01
04-037-006,04,BÉKÉS,01,Békéscsaba,,037,Kondoros,01,01
04-037-007,04,BÉKÉS,01,Békéscsaba,,037,Kondoros,01,01
04-038-001,04,BÉKÉS,02,Békés,,038,Körösladány,02,02
04-038-002,04,BÉKÉS,02,Békés,,038,Körösladány,02,02
04-038-003,04,BÉKÉS,02,Békés,,038,Körösladány,02,02
04-038-004,04,BÉKÉS,02,Békés,,038,Körösladány,02,02
04-039-001,04,BÉKÉS,03,Gyula,,039,Körösnagyharsány,03,03
04-040-001,04,BÉKÉS,02,Békés,,040,Köröstarcsa,02,02
04-040-002,04,BÉKÉS,02,Békés,,040,Köröstarcsa,02,02
04-040-003,04,BÉKÉS,02,Békés,,040,Köröstarcsa,02,02
04-041-001,04,BÉKÉS,03,Gyula,,041,Körösújfalu,03,03
04-042-001,04,BÉKÉS,03,Gyula,,042,Kötegyán,03,03
04-042-002,04,BÉKÉS,03,Gyula,,042,Kötegyán,03,03
04-043-001,04,BÉKÉS,04,Orosháza,,043,Kunágota,04,04
04-043-002,04,BÉKÉS,04,Orosháza,,043,Kunágota,04,04
04-043-003,04,BÉKÉS,04,Orosháza,,043,Kunágota,04,04
04-044-001,04,BÉKÉS,04,Orosháza,,044,Lõkösháza,04,04
04-044-002,04,BÉKÉS,04,Orosháza,,044,Lõkösháza,04,04
04-045-001,04,BÉKÉS,04,Orosháza,,045,Magyarbánhegyes,04,04
04-045-002,04,BÉKÉS,04,Orosháza,,045,Magyarbánhegyes,04,04
04-045-003,04,BÉKÉS,04,Orosháza,,045,Magyarbánhegyes,04,04
04-046-001,04,BÉKÉS,04,Orosháza,,046,Magyardombegyház,04,04
04-047-001,04,BÉKÉS,04,Orosháza,,047,Medgyesbodzás,04,04
04-047-002,04,BÉKÉS,04,Orosháza,,047,Medgyesbodzás,04,04
04-048-001,04,BÉKÉS,04,Orosháza,,048,Medgyesegyháza,04,04
04-048-002,04,BÉKÉS,04,Orosháza,,048,Medgyesegyháza,04,04
04-048-003,04,BÉKÉS,04,Orosháza,,048,Medgyesegyháza,04,04
04-048-004,04,BÉKÉS,04,Orosháza,,048,Medgyesegyháza,04,04
04-049-001,04,BÉKÉS,02,Békés,,049,Mezõberény,02,02
04-049-002,04,BÉKÉS,02,Békés,,049,Mezõberény,02,02
04-049-003,04,BÉKÉS,02,Békés,,049,Mezõberény,02,02
04-049-004,04,BÉKÉS,02,Békés,,049,Mezõberény,02,02
04-049-005,04,BÉKÉS,02,Békés,,049,Mezõberény,02,02
04-049-006,04,BÉKÉS,02,Békés,,049,Mezõberény,02,02
04-049-007,04,BÉKÉS,02,Békés,,049,Mezõberény,02,02
04-049-008,04,BÉKÉS,02,Békés,,049,Mezõberény,02,02
04-050-001,04,BÉKÉS,03,Gyula,,050,Mezõgyán,03,03
04-050-002,04,BÉKÉS,03,Gyula,,050,Mezõgyán,03,03
04-051-001,04,BÉKÉS,04,Orosháza,,051,Mezõhegyes,04,04
04-051-002,04,BÉKÉS,04,Orosháza,,051,Mezõhegyes,04,04
04-051-003,04,BÉKÉS,04,Orosháza,,051,Mezõhegyes,04,04
04-051-004,04,BÉKÉS,04,Orosháza,,051,Mezõhegyes,04,04
04-051-005,04,BÉKÉS,04,Orosháza,,051,Mezõhegyes,04,04
04-051-006,04,BÉKÉS,04,Orosháza,,051,Mezõhegyes,04,04
04-052-001,04,BÉKÉS,04,Orosháza,,052,Mezõkovácsháza,04,04
04-052-002,04,BÉKÉS,04,Orosháza,,052,Mezõkovácsháza,04,04
04-052-003,04,BÉKÉS,04,Orosháza,,052,Mezõkovácsháza,04,04
04-052-004,04,BÉKÉS,04,Orosháza,,052,Mezõkovácsháza,04,04
04-052-005,04,BÉKÉS,04,Orosháza,,052,Mezõkovácsháza,04,04
04-053-001,04,BÉKÉS,03,Gyula,,053,Méhkerék,03,03
04-053-002,04,BÉKÉS,03,Gyula,,053,Méhkerék,03,03
04-054-001,04,BÉKÉS,02,Békés,,054,Murony,02,02
04-054-002,04,BÉKÉS,02,Békés,,054,Murony,02,02
04-055-001,04,BÉKÉS,04,Orosháza,,055,Nagybánhegyes,04,04
04-056-001,04,BÉKÉS,04,Orosháza,,056,Nagykamarás,04,04
04-056-002,04,BÉKÉS,04,Orosháza,,056,Nagykamarás,04,04
04-057-001,04,BÉKÉS,04,Orosháza,,057,Nagyszénás,04,04
04-057-002,04,BÉKÉS,04,Orosháza,,057,Nagyszénás,04,04
04-057-003,04,BÉKÉS,04,Orosháza,,057,Nagyszénás,04,04
04-057-004,04,BÉKÉS,04,Orosháza,,057,Nagyszénás,04,04
04-058-001,04,BÉKÉS,03,Gyula,,058,Okány,03,03
04-058-002,04,BÉKÉS,03,Gyula,,058,Okány,03,03
04-059-001,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-002,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-003,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-004,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-005,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-006,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-007,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-008,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-009,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-010,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-011,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-012,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-013,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-014,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-015,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-016,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-017,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-018,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-019,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-020,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-021,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-022,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-023,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-024,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-025,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-026,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-027,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-028,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-029,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-030,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-031,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-032,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-033,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-034,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-035,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-036,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-059-037,04,BÉKÉS,04,Orosháza,,059,Orosháza,04,04
04-060-001,04,BÉKÉS,02,Békés,,060,Örménykút,02,02
04-061-001,04,BÉKÉS,04,Orosháza,,061,Pusztaföldvár,04,04
04-061-002,04,BÉKÉS,04,Orosháza,,061,Pusztaföldvár,04,04
04-062-001,04,BÉKÉS,04,Orosháza,,062,Pusztaottlaka,04,04
04-062-002,04,BÉKÉS,04,Orosháza,,062,Pusztaottlaka,04,04
04-063-001,04,BÉKÉS,03,Gyula,,063,Sarkad,03,03
04-063-002,04,BÉKÉS,03,Gyula,,063,Sarkad,03,03
04-063-003,04,BÉKÉS,03,Gyula,,063,Sarkad,03,03
04-063-004,04,BÉKÉS,03,Gyula,,063,Sarkad,03,03
04-063-005,04,BÉKÉS,03,Gyula,,063,Sarkad,03,03
04-063-006,04,BÉKÉS,03,Gyula,,063,Sarkad,03,03
04-063-007,04,BÉKÉS,03,Gyula,,063,Sarkad,03,03
04-063-008,04,BÉKÉS,03,Gyula,,063,Sarkad,03,03
04-064-001,04,BÉKÉS,03,Gyula,,064,Sarkadkeresztúr,03,03
04-064-002,04,BÉKÉS,03,Gyula,,064,Sarkadkeresztúr,03,03
04-064-003,04,BÉKÉS,03,Gyula,,064,Sarkadkeresztúr,03,03
04-064-004,04,BÉKÉS,03,Gyula,,064,Sarkadkeresztúr,03,03
04-065-001,04,BÉKÉS,01,Békéscsaba,,065,Szabadkígyós,01,01
04-065-002,04,BÉKÉS,01,Békéscsaba,,065,Szabadkígyós,01,01
04-065-003,04,BÉKÉS,01,Békéscsaba,,065,Szabadkígyós,01,01
04-066-001,04,BÉKÉS,02,Békés,,066,Szarvas,02,02
04-066-002,04,BÉKÉS,02,Békés,,066,Szarvas,02,02
04-066-003,04,BÉKÉS,02,Békés,,066,Szarvas,02,02
04-066-004,04,BÉKÉS,02,Békés,,066,Szarvas,02,02
04-066-005,04,BÉKÉS,02,Békés,,066,Szarvas,02,02
04-066-006,04,BÉKÉS,02,Békés,,066,Szarvas,02,02
04-066-007,04,BÉKÉS,02,Békés,,066,Szarvas,02,02
04-066-008,04,BÉKÉS,02,Békés,,066,Szarvas,02,02
04-066-009,04,BÉKÉS,02,Békés,,066,Szarvas,02,02
04-066-010,04,BÉKÉS,02,Békés,,066,Szarvas,02,02
04-066-011,04,BÉKÉS,02,Békés,,066,Szarvas,02,02
04-066-012,04,BÉKÉS,02,Békés,,066,Szarvas,02,02
04-066-013,04,BÉKÉS,02,Békés,,066,Szarvas,02,02
04-066-014,04,BÉKÉS,02,Békés,,066,Szarvas,02,02
04-066-015,04,BÉKÉS,02,Békés,,066,Szarvas,02,02
04-066-016,04,BÉKÉS,02,Békés,,066,Szarvas,02,02
04-066-017,04,BÉKÉS,02,Békés,,066,Szarvas,02,02
04-066-018,04,BÉKÉS,02,Békés,,066,Szarvas,02,02
04-067-001,04,BÉKÉS,03,Gyula,,067,Szeghalom,03,03
04-067-002,04,BÉKÉS,03,Gyula,,067,Szeghalom,03,03
